# PB-020 exact initial gosec candidate inventory and disposition ledger
# Command: gosec -conf .gosec.json -severity medium -confidence medium ./...
# Initial complete compatible scan: 955 files; 312,028 lines; 0 nosec recognized; 320 issues (50 High, 270 Medium).
# Rule totals: G110=1; G115=38; G201=5; G202=11; G204=72; G301=25; G302=11; G304=131; G305=1; G306=13; G402=7; G404=5.
# Every row below is one initial scanner candidate. Line values preserve the scanner's original location/range.
id	rule	severity	confidence	file	line	production_reachability	exploitability	disposition	security_rationale
PB020-222	G304	MEDIUM	HIGH	features/controller/initialization/marker.go	119	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Path is fixed, validated beneath a controlled root, sourced from ReadDir, or explicitly selected by the local operator.
PB020-223	G304	MEDIUM	HIGH	features/controller/initialization/marker.go	115	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Path is fixed, validated beneath a controlled root, sourced from ReadDir, or explicitly selected by the local operator.
PB020-224	G304	MEDIUM	HIGH	features/controller/initialization/marker.go	51	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Path is fixed, validated beneath a controlled root, sourced from ReadDir, or explicitly selected by the local operator.
PB020-225	G304	MEDIUM	HIGH	features/controller/initialization/bundle_marker.go	54	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Path is fixed, validated beneath a controlled root, sourced from ReadDir, or explicitly selected by the local operator.
PB020-226	G304	MEDIUM	HIGH	features/controller/fleet/storage/backends.go	173	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Path is fixed, validated beneath a controlled root, sourced from ReadDir, or explicitly selected by the local operator.
PB020-227	G304	MEDIUM	HIGH	features/controller/cutover/state.go	35	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Path is fixed, validated beneath a controlled root, sourced from ReadDir, or explicitly selected by the local operator.
PB020-228	G304	MEDIUM	HIGH	features/controller/config/config.go	761	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Path is fixed, validated beneath a controlled root, sourced from ReadDir, or explicitly selected by the local operator.
PB020-229	G304	MEDIUM	HIGH	features/controller/api/server.go	1502	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Path is fixed, validated beneath a controlled root, sourced from ReadDir, or explicitly selected by the local operator.
PB020-230	G304	MEDIUM	HIGH	features/controller/api/server.go	1497	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Path is fixed, validated beneath a controlled root, sourced from ReadDir, or explicitly selected by the local operator.
PB020-231	G304	MEDIUM	HIGH	features/controller/api/server.go	1474	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Path is fixed, validated beneath a controlled root, sourced from ReadDir, or explicitly selected by the local operator.
PB020-232	G304	MEDIUM	HIGH	features/controller/api/server.go	1468	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Path is fixed, validated beneath a controlled root, sourced from ReadDir, or explicitly selected by the local operator.
PB020-233	G304	MEDIUM	HIGH	features/config/git/storage/local.go	118	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Path is fixed, validated beneath a controlled root, sourced from ReadDir, or explicitly selected by the local operator.
PB020-234	G304	MEDIUM	HIGH	features/config/git/sops.go	395	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Path is fixed, validated beneath a controlled root, sourced from ReadDir, or explicitly selected by the local operator.
PB020-235	G304	MEDIUM	HIGH	features/config/git/sops.go	160	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Path is fixed, validated beneath a controlled root, sourced from ReadDir, or explicitly selected by the local operator.
PB020-236	G304	MEDIUM	HIGH	features/config/git/module_repository.go	385	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Path is fixed, validated beneath a controlled root, sourced from ReadDir, or explicitly selected by the local operator.
PB020-237	G304	MEDIUM	HIGH	features/config/git/hooks.go	70	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Path is fixed, validated beneath a controlled root, sourced from ReadDir, or explicitly selected by the local operator.
PB020-238	G304	MEDIUM	HIGH	examples/security-fixes/vulnerable-example.go	145	No - isolated example	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Deliberate teaching example isolated from production imports and binaries; insecure behavior is preserved for instruction.
PB020-239	G304	MEDIUM	HIGH	examples/security-fixes/vulnerable-example.go	127	No - isolated example	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Deliberate teaching example isolated from production imports and binaries; insecure behavior is preserved for instruction.
PB020-240	G304	MEDIUM	HIGH	examples/security-fixes/vulnerable-example.go	103	No - isolated example	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Deliberate teaching example isolated from production imports and binaries; insecure behavior is preserved for instruction.
PB020-241	G304	MEDIUM	HIGH	cmd/steward/service/copy.go	23	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Path is fixed, validated beneath a controlled root, sourced from ReadDir, or explicitly selected by the local operator.
PB020-242	G304	MEDIUM	HIGH	cmd/steward/service/copy.go	16	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Path is fixed, validated beneath a controlled root, sourced from ReadDir, or explicitly selected by the local operator.
PB020-243	G304	MEDIUM	HIGH	cmd/steward/main.go	1876	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Path is fixed, validated beneath a controlled root, sourced from ReadDir, or explicitly selected by the local operator.
PB020-244	G304	MEDIUM	HIGH	cmd/steward/main.go	742	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Path is fixed, validated beneath a controlled root, sourced from ReadDir, or explicitly selected by the local operator.
PB020-245	G304	MEDIUM	HIGH	cmd/steward/main.go	459	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Path is fixed, validated beneath a controlled root, sourced from ReadDir, or explicitly selected by the local operator.
PB020-246	G304	MEDIUM	HIGH	cmd/steward/identity.go	157	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Path is fixed, validated beneath a controlled root, sourced from ReadDir, or explicitly selected by the local operator.
PB020-247	G304	MEDIUM	HIGH	cmd/steward/identity.go	56	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Path is fixed, validated beneath a controlled root, sourced from ReadDir, or explicitly selected by the local operator.
PB020-248	G304	MEDIUM	HIGH	cmd/controller/service/copy.go	23	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Path is fixed, validated beneath a controlled root, sourced from ReadDir, or explicitly selected by the local operator.
PB020-249	G304	MEDIUM	HIGH	cmd/controller/service/copy.go	16	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Path is fixed, validated beneath a controlled root, sourced from ReadDir, or explicitly selected by the local operator.
PB020-250	G304	MEDIUM	HIGH	cmd/cfgms-steward-launcher/swap.go	58	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Path is fixed, validated beneath a controlled root, sourced from ReadDir, or explicitly selected by the local operator.
PB020-251	G304	MEDIUM	HIGH	cmd/cfgms-steward-launcher/swap.go	51	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Path is fixed, validated beneath a controlled root, sourced from ReadDir, or explicitly selected by the local operator.
PB020-252	G304	MEDIUM	HIGH	cmd/cfgms-steward-launcher/state.go	214	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Path is fixed, validated beneath a controlled root, sourced from ReadDir, or explicitly selected by the local operator.
PB020-253	G304	MEDIUM	HIGH	cmd/cfgms-steward-launcher/state.go	128	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Path is fixed, validated beneath a controlled root, sourced from ReadDir, or explicitly selected by the local operator.
PB020-254	G304	MEDIUM	HIGH	cmd/cfg/cmd/workflow.go	318	Operator CLI only	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Path is fixed, validated beneath a controlled root, sourced from ReadDir, or explicitly selected by the local operator.
PB020-255	G304	MEDIUM	HIGH	cmd/cfg/cmd/steward.go	2001	Operator CLI only	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Path is fixed, validated beneath a controlled root, sourced from ReadDir, or explicitly selected by the local operator.
PB020-256	G304	MEDIUM	HIGH	cmd/cfg/cmd/script.go	485	Operator CLI only	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Path is fixed, validated beneath a controlled root, sourced from ReadDir, or explicitly selected by the local operator.
PB020-257	G304	MEDIUM	HIGH	cmd/cfg/cmd/script.go	474	Operator CLI only	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Path is fixed, validated beneath a controlled root, sourced from ReadDir, or explicitly selected by the local operator.
PB020-258	G304	MEDIUM	HIGH	cmd/cfg/cmd/script.go	383	Operator CLI only	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Path is fixed, validated beneath a controlled root, sourced from ReadDir, or explicitly selected by the local operator.
PB020-259	G304	MEDIUM	HIGH	cmd/cfg/cmd/script.go	330	Operator CLI only	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Path is fixed, validated beneath a controlled root, sourced from ReadDir, or explicitly selected by the local operator.
PB020-260	G304	MEDIUM	HIGH	cmd/cfg/cmd/script.go	308	Operator CLI only	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Path is fixed, validated beneath a controlled root, sourced from ReadDir, or explicitly selected by the local operator.
PB020-261	G304	MEDIUM	HIGH	cmd/cfg/cmd/role.go	182	Operator CLI only	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Path is fixed, validated beneath a controlled root, sourced from ReadDir, or explicitly selected by the local operator.
PB020-262	G304	MEDIUM	HIGH	cmd/cfg/cmd/installer.go	263	Operator CLI only	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Path is fixed, validated beneath a controlled root, sourced from ReadDir, or explicitly selected by the local operator.
PB020-263	G304	MEDIUM	HIGH	cmd/cfg/cmd/installer.go	251	Operator CLI only	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Path is fixed, validated beneath a controlled root, sourced from ReadDir, or explicitly selected by the local operator.
PB020-264	G304	MEDIUM	HIGH	cmd/cfg/cmd/installer.go	192	Operator CLI only	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Path is fixed, validated beneath a controlled root, sourced from ReadDir, or explicitly selected by the local operator.
PB020-265	G304	MEDIUM	HIGH	cmd/cfg/cmd/controller_upgrade.go	495	Operator CLI only	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Path is fixed, validated beneath a controlled root, sourced from ReadDir, or explicitly selected by the local operator.
PB020-266	G304	MEDIUM	HIGH	cmd/cfg/cmd/controller_upgrade.go	483	Operator CLI only	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Path is fixed, validated beneath a controlled root, sourced from ReadDir, or explicitly selected by the local operator.
PB020-267	G304	MEDIUM	HIGH	cmd/cfg/cmd/connect.go	152	Operator CLI only	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Path is fixed, validated beneath a controlled root, sourced from ReadDir, or explicitly selected by the local operator.
PB020-268	G304	MEDIUM	HIGH	cmd/cfg/cmd/config.go	496	Operator CLI only	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Path is fixed, validated beneath a controlled root, sourced from ReadDir, or explicitly selected by the local operator.
PB020-269	G304	MEDIUM	HIGH	cmd/cfg/cmd/client_helpers.go	38	Operator CLI only	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Path is fixed, validated beneath a controlled root, sourced from ReadDir, or explicitly selected by the local operator.
PB020-270	G110	MEDIUM	MEDIUM	features/modules/stdlib/package/choco_bootstrap.go	153	Yes - production/runtime	Actionable or defense-in-depth weakness before remediation	Remediated	Unbounded archive expansion could exhaust disk; cumulative uncompressed extraction is now capped at 512 MiB.
PB020-271	G305	MEDIUM	HIGH	features/modules/stdlib/package/choco_bootstrap.go	120	Yes - production/runtime	Actionable or defense-in-depth weakness before remediation	Remediated	Mixed-separator zip traversal could escape the extraction root; normalized relative-path containment is now enforced.
PB020-272	G302	MEDIUM	HIGH	pkg/storage/providers/flatfile/audit_store.go	117	Yes - production/runtime	Actionable or defense-in-depth weakness before remediation	Remediated	Sensitive audit/bootstrap output allowed group/world access; file creation is now owner-only.
PB020-273	G302	MEDIUM	HIGH	features/workflow/runtime/socket_unix.go	52	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Mode is required for a public CA/system file, service executable, or directory traversal and exposes no secret material.
PB020-274	G302	MEDIUM	HIGH	features/steward/modules/runtime/socket_unix.go	51	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Mode is required for a public CA/system file, service executable, or directory traversal and exposes no secret material.
PB020-275	G302	MEDIUM	HIGH	features/modules/stdlib/script/executor.go	337	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Mode is required for a public CA/system file, service executable, or directory traversal and exposes no secret material.
PB020-276	G302	MEDIUM	HIGH	features/modules/stdlib/package/choco_bootstrap.go	148	Yes - production/runtime	Actionable or defense-in-depth weakness before remediation	Remediated	Sensitive audit/bootstrap output allowed group/world access; file creation is now owner-only.
PB020-277	G302	MEDIUM	HIGH	examples/security-fixes/vulnerable-example.go	127	No - isolated example	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Deliberate teaching example isolated from production imports and binaries; insecure behavior is preserved for instruction.
PB020-278	G302	MEDIUM	HIGH	cmd/steward/service/manager_linux.go	88	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Mode is required for a public CA/system file, service executable, or directory traversal and exposes no secret material.
PB020-279	G302	MEDIUM	HIGH	cmd/steward/service/copy.go	23	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Mode is required for a public CA/system file, service executable, or directory traversal and exposes no secret material.
PB020-280	G302	MEDIUM	HIGH	cmd/controller/service/copy.go	23	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Mode is required for a public CA/system file, service executable, or directory traversal and exposes no secret material.
PB020-281	G302	MEDIUM	HIGH	cmd/cfgms-steward-launcher/swap.go	58	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Mode is required for a public CA/system file, service executable, or directory traversal and exposes no secret material.
PB020-282	G302	MEDIUM	HIGH	cmd/cfg/cmd/config.go	737	Operator CLI only	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Mode is required for a public CA/system file, service executable, or directory traversal and exposes no secret material.
PB020-283	G301	MEDIUM	HIGH	test/integration/testutil/test_helper.go	169	No - test/development only	Actionable or defense-in-depth weakness before remediation	Remediated	Private test, bootstrap, cutover, or migration state used a traversable mode; directory creation is now owner-only.
PB020-284	G301	MEDIUM	HIGH	test/integration/testutil/test_helper.go	164	No - test/development only	Actionable or defense-in-depth weakness before remediation	Remediated	Private test, bootstrap, cutover, or migration state used a traversable mode; directory creation is now owner-only.
PB020-285	G301	MEDIUM	HIGH	test/integration/testutil/test_helper.go	130	No - test/development only	Actionable or defense-in-depth weakness before remediation	Remediated	Private test, bootstrap, cutover, or migration state used a traversable mode; directory creation is now owner-only.
PB020-286	G301	MEDIUM	HIGH	test/e2e/reporting.go	23	No - test/development only	Actionable or defense-in-depth weakness before remediation	Remediated	Private test, bootstrap, cutover, or migration state used a traversable mode; directory creation is now owner-only.
PB020-287	G301	MEDIUM	HIGH	test/e2e/framework.go	383	No - test/development only	Actionable or defense-in-depth weakness before remediation	Remediated	Private test, bootstrap, cutover, or migration state used a traversable mode; directory creation is now owner-only.
PB020-288	G301	MEDIUM	HIGH	test/e2e/framework.go	258	No - test/development only	Actionable or defense-in-depth weakness before remediation	Remediated	Private test, bootstrap, cutover, or migration state used a traversable mode; directory creation is now owner-only.
PB020-289	G301	MEDIUM	HIGH	pkg/testutil/steward.go	62	No - test/development only	Actionable or defense-in-depth weakness before remediation	Remediated	Private test, bootstrap, cutover, or migration state used a traversable mode; directory creation is now owner-only.
PB020-290	G301	MEDIUM	HIGH	pkg/testutil/certs.go	81	No - test/development only	Actionable or defense-in-depth weakness before remediation	Remediated	Private test, bootstrap, cutover, or migration state used a traversable mode; directory creation is now owner-only.
PB020-291	G301	MEDIUM	HIGH	pkg/testing/storage/fixtures.go	200	No - test/development only	Actionable or defense-in-depth weakness before remediation	Remediated	Private test, bootstrap, cutover, or migration state used a traversable mode; directory creation is now owner-only.
PB020-292	G301	MEDIUM	HIGH	pkg/testing/storage/fixtures.go	184	No - test/development only	Actionable or defense-in-depth weakness before remediation	Remediated	Private test, bootstrap, cutover, or migration state used a traversable mode; directory creation is now owner-only.
PB020-293	G301	MEDIUM	HIGH	features/modules/stdlib/time/executor_linux.go	184	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Mode is required for a public CA/system file, service executable, or directory traversal and exposes no secret material.
PB020-294	G301	MEDIUM	HIGH	features/modules/stdlib/time/executor_linux.go	115	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Mode is required for a public CA/system file, service executable, or directory traversal and exposes no secret material.
PB020-295	G301	MEDIUM	HIGH	features/modules/stdlib/package/choco_bootstrap.go	131	Yes - production/runtime	Actionable or defense-in-depth weakness before remediation	Remediated	Private test, bootstrap, cutover, or migration state used a traversable mode; directory creation is now owner-only.
PB020-296	G301	MEDIUM	HIGH	features/modules/stdlib/package/choco_bootstrap.go	126	Yes - production/runtime	Actionable or defense-in-depth weakness before remediation	Remediated	Private test, bootstrap, cutover, or migration state used a traversable mode; directory creation is now owner-only.
PB020-297	G301	MEDIUM	HIGH	features/modules/stdlib/hostname/executor_linux.go	72	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Mode is required for a public CA/system file, service executable, or directory traversal and exposes no secret material.
PB020-298	G301	MEDIUM	HIGH	features/modules/stdlib/cert_trust/executor_linux.go	115	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Mode is required for a public CA/system file, service executable, or directory traversal and exposes no secret material.
PB020-299	G301	MEDIUM	HIGH	features/controller/cutover/state.go	55	Yes - production/runtime	Actionable or defense-in-depth weakness before remediation	Remediated	Private test, bootstrap, cutover, or migration state used a traversable mode; directory creation is now owner-only.
PB020-300	G301	MEDIUM	HIGH	features/controller/cutover/history.go	100	Yes - production/runtime	Actionable or defense-in-depth weakness before remediation	Remediated	Private test, bootstrap, cutover, or migration state used a traversable mode; directory creation is now owner-only.
PB020-301	G301	MEDIUM	HIGH	examples/security-fixes/vulnerable-example.go	122	No - isolated example	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Deliberate teaching example isolated from production imports and binaries; insecure behavior is preserved for instruction.
PB020-302	G301	MEDIUM	HIGH	cmd/steward/service/cert.go	43	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Mode is required for a public CA/system file, service executable, or directory traversal and exposes no secret material.
PB020-303	G301	MEDIUM	HIGH	cmd/steward/main.go	263	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Mode is required for a public CA/system file, service executable, or directory traversal and exposes no secret material.
PB020-304	G301	MEDIUM	HIGH	cmd/cfgms-steward-launcher/swap.go	32	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Mode is required for a public CA/system file, service executable, or directory traversal and exposes no secret material.
PB020-305	G301	MEDIUM	HIGH	cmd/cfgms-steward-launcher/state.go	172	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Mode is required for a public CA/system file, service executable, or directory traversal and exposes no secret material.
PB020-306	G301	MEDIUM	HIGH	cmd/cfgms-steward-launcher/lifecycle.go	391	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Mode is required for a public CA/system file, service executable, or directory traversal and exposes no secret material.
PB020-307	G301	MEDIUM	HIGH	cmd/cfg/cmd/storage.go	210	Operator CLI only	Actionable or defense-in-depth weakness before remediation	Remediated	Private test, bootstrap, cutover, or migration state used a traversable mode; directory creation is now owner-only.
PB020-308	G306	MEDIUM	HIGH	test/e2e/reporting.go	508	No - test/development only	Actionable or defense-in-depth weakness before remediation	Remediated	Test report or Git binding state was world/group readable; file creation is now owner-only.
PB020-309	G306	MEDIUM	HIGH	test/e2e/reporting.go	503	No - test/development only	Actionable or defense-in-depth weakness before remediation	Remediated	Test report or Git binding state was world/group readable; file creation is now owner-only.
PB020-310	G306	MEDIUM	HIGH	test/e2e/reporting.go	498	No - test/development only	Actionable or defense-in-depth weakness before remediation	Remediated	Test report or Git binding state was world/group readable; file creation is now owner-only.
PB020-311	G306	MEDIUM	HIGH	pkg/gitsync/binding.go	142	Yes - production/runtime	Actionable or defense-in-depth weakness before remediation	Remediated	Test report or Git binding state was world/group readable; file creation is now owner-only.
PB020-312	G306	MEDIUM	HIGH	features/modules/stdlib/time/executor_linux.go	201	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Mode is required for a public CA/system file, service executable, or directory traversal and exposes no secret material.
PB020-313	G306	MEDIUM	HIGH	features/modules/stdlib/time/executor_linux.go	118	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Mode is required for a public CA/system file, service executable, or directory traversal and exposes no secret material.
PB020-314	G306	MEDIUM	HIGH	features/modules/stdlib/hostname/executor_linux.go	75	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Mode is required for a public CA/system file, service executable, or directory traversal and exposes no secret material.
PB020-315	G306	MEDIUM	HIGH	features/modules/stdlib/cert_trust/executor_linux.go	124	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Mode is required for a public CA/system file, service executable, or directory traversal and exposes no secret material.
PB020-316	G306	MEDIUM	HIGH	features/config/git/hooks.go	55	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Mode is required for a public CA/system file, service executable, or directory traversal and exposes no secret material.
PB020-317	G306	MEDIUM	HIGH	features/config/git/hooks.go	47	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Mode is required for a public CA/system file, service executable, or directory traversal and exposes no secret material.
PB020-318	G306	MEDIUM	HIGH	examples/security-fixes/vulnerable-example.go	134	No - isolated example	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Deliberate teaching example isolated from production imports and binaries; insecure behavior is preserved for instruction.
PB020-319	G306	MEDIUM	HIGH	cmd/steward/service/cert.go	46	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Mode is required for a public CA/system file, service executable, or directory traversal and exposes no secret material.
PB020-320	G306	MEDIUM	HIGH	cmd/steward/main.go	266	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Mode is required for a public CA/system file, service executable, or directory traversal and exposes no secret material.
